id,name,age,salary,department,bonus,commission,score,rating,ot_hours,ot_amount
8592,Helen,51,89241,Finance,11612,43710.18,66,3.95,37.4,2285
8593,Bob,49,89292,IT,2790,661.79,20,1.56,13.4,6250
8594,Alice,48,69020,IT,9991,35531.09,10,2.19,41.5,5626
8595,Helen,46,86046,HR,3610,47381.18,74,3.47,0.9,691
8596,Charlie,27,104638,IT,9522,44257.26,7,3.43,23.2,1311
8597,Eva,46,79009,Sales,13568,44643.79,32,4.46,11.7,6519
8598,Helen,36,63372,Marketing,5931,3928.68,4,3.16,4.7,501
8599,Grace,60,80224,Marketing,14422,30226.06,61,3.46,40.1,2286
8600,Bob,59,95673,Sales,11695,23569.71,83,3.72,34.2,3721
8601,Bob,23,91310,Finance,16016,6586.65,59,3.73,35.4,2204
8602,Helen,56,23112,Marketing,8628,47377.81,25,3.86,41.2,3723
8603,Charlie,19,65440,Sales,11554,47140.66,55,3.55,29.3,6678
8604,Grace,59,98906,Marketing,6959,42166.49,7,1.95,23.5,5919
8605,David,54,112341,Admin,5072,41021.64,86,3.11,32.5,5256
8606,Grace,61,33857,Marketing,13228,11968.66,75,2.32,50.0,1439
8607,Bob,24,77494,Marketing,15006,32885.6,61,2.17,11.1,5531
8608,Grace,26,40877,Finance,11841,14976.03,67,2.05,7.5,6317
8609,Bob,38,20170,Finance,11767,46838.94,71,3.07,9.1,5443
8610,Grace,63,65758,Finance,10238,30037.57,48,2.31,32.8,5543
8611,Grace,28,59195,Sales,8109,12921.45,19,3.3,38.8,932
8612,Bob,24,104169,HR,16232,46367.88,44,4.76,31.2,5277
8613,Eva,33,65515,IT,17863,1372.62,77,4.13,13.4,2528
8614,Alice,50,39618,Marketing,12458,7403.25,5,1.99,24.1,6180
8615,David,41,27845,Sales,9568,23683.7,81,4.87,11.9,4357
8616,Alice,62,98044,IT,8212,47949.72,27,3.37,13.8,1589
8617,Frank,60,25524,HR,11039,1042.53,12,4.49,41.5,3190
8618,Eva,54,118545,IT,7847,30045.83,81,2.02,38.9,1906
8619,Eva,57,71992,Sales,18880,34450.48,33,2.01,26.7,5600
8620,Eva,22,39039,IT,10170,10934.48,28,4.19,33.0,2230
8621,Alice,19,109292,Sales,6648,43398.77,47,1.74,33.7,1229
8622,David,24,119393,Admin,4904,34564.77,15,1.57,20.0,5159
8623,Bob,20,40690,IT,10712,8062.07,37,2.87,23.7,1985
8624,Bob,33,55633,HR,2341,30381.59,21,4.45,36.7,4494
8625,Grace,42,78780,HR,19859,12265.3,37,4.39,11.6,2535
8626,David,23,97222,Sales,6564,42278.41,73,4.45,1.1,4022
8627,Charlie,33,58843,Marketing,7416,17072.47,5,3.72,14.6,5315
8628,Charlie,37,80941,Marketing,3221,13251.82,55,3.41,41.9,5581
8629,Alice,30,23537,HR,3603,34377.91,40,3.14,48.8,7921
8630,Grace,47,70620,Sales,9106,28850.37,72,3.22,0.8,4012
8631,Alice,30,50010,IT,14505,9129.57,81,1.32,49.8,6034
8632,Helen,45,41262,IT,18102,36407.8,56,3.29,5.8,6416
8633,Bob,18,27519,IT,14026,49193.29,59,4.82,43.5,6115
8634,David,45,38675,IT,17011,30333.82,5,1.55,12.8,5914
8635,Bob,37,84363,Sales,18172,29280.03,13,2.37,43.7,555
8636,Eva,28,69891,Finance,9048,18162.3,77,2.39,32.7,2439
8637,Helen,18,89147,Sales,18898,46491.68,7,3.37,38.0,2893
8638,Eva,39,63988,Marketing,18360,19177.77,66,4.26,22.4,2450
8639,Eva,41,80823,Sales,6292,9902.22,95,4.29,27.2,5257
8640,Eva,42,104734,HR,19013,12654.89,21,1.06,48.9,2775
8641,Helen,25,82500,Marketing,4060,26030.11,24,1.85,12.2,3177
8642,Bob,43,107910,Marketing,3183,32793.53,18,2.15,20.4,1411
8643,Frank,29,31476,Marketing,9237,17125.12,45,1.79,21.9,7584
8644,Helen,24,77913,Sales,15290,25716.21,3,4.45,9.2,4807
8645,Charlie,58,57966,Finance,13821,2691.3,58,2.17,24.6,606
8646,Bob,46,47691,Sales,14262,31509.04,22,1.06,30.9,7721
8647,Frank,53,105325,HR,17516,33436.21,75,4.1,30.1,1658
8648,Charlie,47,91704,Sales,14924,40807.48,80,2.68,2.0,5751
8649,Eva,31,93413,Marketing,3062,39687.13,99,1.51,26.0,3220
8650,David,22,77523,Admin,18880,43866.76,56,3.35,32.9,1128
8651,Eva,54,94350,Finance,11809,4494.19,98,2.4,7.7,7833
8652,Helen,64,45671,IT,16104,11880.71,49,1.78,3.5,5187
8653,Bob,61,103081,IT,15235,40063.43,10,3.07,7.8,7858
8654,Frank,25,100663,Marketing,17279,45237.2,46,1.41,30.8,1189
8655,Grace,62,90159,Sales,2650,2348.4,47,2.41,42.4,905
8656,Grace,37,116188,Marketing,14871,5582.74,46,2.88,9.0,1350
8657,Frank,50,97925,HR,13662,38002.7,49,4.19,22.4,4005
8658,Charlie,33,62628,Admin,19481,1626.74,97,2.94,19.2,5528
8659,Bob,21,68998,HR,10569,7147.23,67,4.49,3.5,2043
8660,Grace,25,40362,Admin,15647,40637.48,73,3.14,7.2,7326
8661,David,61,83729,IT,8792,40402.76,37,3.36,7.2,6494
8662,Grace,19,80510,Admin,2240,41687.69,30,2.48,42.5,3465
8663,David,51,40207,HR,6448,1512.55,69,1.41,37.3,3882
8664,Grace,22,37074,Admin,2863,14153.95,73,3.48,13.9,3773
8665,Eva,63,72456,Sales,16000,21967.46,75,2.12,19.8,7492
8666,Helen,45,85885,IT,19949,9406.78,90,2.97,49.6,4278
8667,Alice,40,34046,IT,6046,23368.97,93,3.61,9.8,7490
8668,Bob,21,33476,Admin,7449,41935.74,74,4.89,43.1,6465
8669,Bob,29,110733,Marketing,9806,25379.42,85,2.03,34.1,7968
8670,Helen,31,90166,Marketing,17604,34941.96,96,3.7,45.2,7911
8671,Grace,59,85051,Marketing,8824,13665.7,18,1.85,0.1,2373
8672,Charlie,26,77003,Marketing,16153,718.72,82,4.54,37.3,988
8673,Helen,49,88214,Admin,12781,49181.96,84,1.72,6.7,6437
8674,David,27,101531,Admin,13471,32543.02,18,1.35,25.4,1108
8675,Helen,19,55411,Marketing,1004,45735.01,65,2.21,15.0,7370
8676,Bob,30,73646,Sales,16605,19362.09,62,2.77,18.0,4434
8677,Helen,24,55473,Finance,8074,36261.59,25,2.58,16.4,2769
8678,Alice,63,113544,IT,12718,44883.04,50,3.43,37.0,1012
8679,Eva,52,89955,Marketing,10471,9395.65,38,4.02,24.9,3003
8680,Alice,40,80701,Marketing,4059,23503.49,32,2.73,11.4,2898
8681,Frank,35,32776,Admin,12469,49294.72,22,1.42,5.2,3554
8682,Frank,26,27730,HR,4253,14615.93,86,3.82,24.4,7766
8683,Charlie,52,58814,Marketing,7996,40121.99,26,5.0,31.4,4812
8684,Frank,26,38227,HR,3721,22231.24,17,4.5,8.8,4394
8685,Charlie,52,110442,Admin,3226,23258.8,4,4.21,45.4,3221
8686,Bob,59,47164,HR,3881,35776.55,48,3.61,43.4,7328
8687,Bob,26,76279,HR,14861,44186.11,77,3.29,17.7,2605
8688,Helen,52,66640,Admin,16512,46590.73,44,1.62,49.6,6644
8689,Grace,33,22880,HR,2685,9357.11,33,1.94,24.8,3034
8690,David,64,55943,Marketing,12054,12195.4,76,4.5,23.6,6892
8691,Grace,24,56541,Marketing,12290,10884.59,79,4.27,2.6,1391
8692,Helen,64,99288,Marketing,14228,47487.62,95,1.5,49.8,4439
8693,Frank,36,31870,Sales,14986,13937.11,54,3.78,32.7,7693
8694,Frank,55,84591,Sales,14164,36169.39,31,2.1,40.3,7070
8695,Grace,25,105817,Finance,15647,12049.59,85,1.88,45.8,2019
8696,Charlie,54,38396,Sales,11191,33955.93,98,4.81,0.8,6412
8697,David,24,33653,IT,9580,27057.35,99,3.9,22.1,5689
8698,Frank,29,82407,Marketing,18122,47388.79,67,3.38,49.5,2778
8699,David,45,35640,Marketing,6200,8551.15,79,4.1,23.9,4603
8700,Bob,50,38936,Marketing,3143,42968.89,61,4.44,11.9,4957
8701,Grace,23,74591,Marketing,6930,40667.05,6,3.09,9.0,4147
8702,Grace,30,47228,Admin,10318,30373.66,24,2.15,14.5,6205
8703,Alice,36,30997,Finance,8922,17496.78,19,2.78,32.9,5061
8704,Grace,64,63191,Sales,4747,22488.08,38,2.44,38.8,3785
8705,Alice,50,118372,Admin,19509,38374.72,59,3.94,13.2,1864
8706,Bob,44,53427,Admin,19529,6784.18,28,1.69,32.2,2617
8707,Eva,38,75330,Finance,10223,42499.82,10,1.66,21.6,2138
8708,Frank,55,43379,HR,10977,27750.21,77,4.22,24.3,5817
8709,Helen,21,34102,Finance,1243,25429.66,14,1.76,3.0,3081
8710,Grace,50,88895,IT,10177,4061.41,94,2.81,31.8,3553
8711,Alice,25,40027,Finance,4071,31439.63,30,4.48,7.4,4335
8712,Grace,36,20076,Marketing,16715,19532.82,74,4.04,19.4,6924
8713,Alice,56,108240,Finance,19067,549.45,19,3.4,12.1,6639
8714,Grace,58,56098,HR,7932,9672.48,62,1.35,40.0,7644
8715,Alice,33,38934,IT,5696,9564.78,37,4.91,12.8,4738
8716,Bob,47,58854,IT,9584,21157.85,42,3.3,43.6,6331
8717,Bob,44,79238,Admin,13795,41136.67,42,3.83,22.6,5246
8718,Charlie,36,44469,Marketing,6434,42110.28,8,1.72,7.1,2730
8719,Charlie,37,106963,IT,12191,22443.36,5,2.18,31.6,5918
8720,David,54,88414,Sales,19816,24928.86,78,3.06,10.7,2309
8721,Eva,30,22587,IT,5923,37250.92,75,4.64,8.2,2859
8722,Charlie,18,51091,IT,7286,34899.37,18,1.37,26.9,6794
8723,Helen,23,90699,Marketing,16642,47174.95,75,3.7,24.1,6561
8724,Frank,18,47790,IT,6618,35497.29,7,2.17,43.3,4182
8725,Bob,34,50910,IT,18904,15692.14,85,3.93,34.4,3201
8726,Eva,24,56438,Sales,15708,13723.88,60,1.25,0.6,7795
8727,Helen,18,119223,IT,10889,3542.44,85,2.42,32.5,3841
8728,Alice,59,25206,Sales,15939,13801.95,34,1.92,11.0,4238
8729,Charlie,59,114940,Finance,19464,47145.86,79,2.55,0.9,6253
8730,Helen,42,69328,Sales,6538,19292.0,54,3.31,9.6,792
8731,Alice,49,50356,Finance,15551,19241.27,75,4.34,45.5,3319
8732,Charlie,23,111296,HR,11733,39629.91,83,4.56,17.0,4923
8733,David,32,52414,HR,12255,2428.63,41,1.39,9.5,6488
8734,David,24,26868,Finance,10011,27666.8,11,1.28,0.4,1566
8735,Bob,21,45831,Admin,8696,40734.33,20,2.78,21.4,4045
8736,Helen,55,105157,Admin,12375,4602.56,96,1.93,34.0,5084
8737,Frank,63,27527,IT,15697,6022.01,58,1.3,24.3,4330
8738,Bob,62,67161,Marketing,13652,13223.96,18,4.72,35.1,6306
8739,Eva,54,68292,IT,5632,33133.85,31,2.01,44.2,5496
8740,David,48,88924,Marketing,15639,14708.73,58,3.79,3.5,2616
8741,Charlie,32,67308,Finance,17525,26007.58,98,2.81,38.0,6682
8742,Helen,20,82853,Marketing,2624,12112.77,95,4.72,33.7,960
8743,David,20,102843,Finance,10173,35301.41,30,1.9,3.0,4883
8744,Eva,20,70295,HR,12198,35887.62,81,1.1,50.0,3347
8745,Helen,45,95229,IT,7363,22780.11,49,4.51,6.2,7425
8746,Helen,57,58801,Admin,18208,47045.3,76,2.85,25.6,5546
8747,Frank,31,72242,HR,13568,121.44,51,5.0,2.9,4162
8748,Eva,23,79581,Marketing,10204,44923.98,6,4.46,8.5,1090
8749,Eva,59,44828,IT,17080,19712.17,34,4.82,20.6,6077
8750,Bob,55,48924,IT,5230,16364.04,67,3.28,45.1,6797
8751,Grace,34,82650,Admin,12917,33616.39,34,4.26,5.2,1405
8752,Frank,41,68171,Admin,13231,10845.45,86,1.37,28.8,3407
8753,Alice,33,81048,HR,16263,45426.19,42,3.16,43.3,7608
8754,Bob,40,34245,Sales,11201,17826.28,52,1.7,8.4,1124
8755,Eva,49,103462,HR,9710,25314.65,50,1.95,36.0,5641
8756,Charlie,57,20247,Finance,12377,33484.22,49,1.32,45.3,7694
8757,Helen,40,78841,IT,7656,32571.39,84,1.85,40.4,3429
8758,Frank,36,63758,Finance,10877,13048.49,41,3.24,33.6,3911
8759,Frank,63,58082,IT,10642,37540.09,75,1.96,19.0,5556
8760,Bob,41,31036,Admin,14516,2838.25,26,1.37,6.8,977
8761,Charlie,45,107080,Admin,1149,3221.28,55,3.75,41.2,2251
8762,Grace,26,111971,Sales,10703,48501.39,89,1.05,16.6,2895
8763,Bob,60,71144,Admin,19144,41074.42,37,2.91,26.2,5808
8764,Frank,58,54151,Admin,14385,37662.82,39,2.77,9.7,6749
8765,Bob,44,111939,IT,17219,47756.14,31,1.13,44.8,1641
8766,Frank,33,77078,Finance,15514,36005.98,39,2.72,9.6,1567
8767,Alice,28,110205,IT,12376,21844.16,13,2.17,28.5,3280
8768,Charlie,30,76676,Marketing,8207,4920.28,42,3.83,23.4,5695
8769,Eva,64,84461,Finance,3047,17464.03,58,3.5,42.7,1252
8770,Helen,54,83506,IT,9969,26355.48,7,4.74,10.1,4166
8771,Bob,25,43272,Admin,17077,3783.29,86,3.77,2.3,539
8772,Bob,45,45949,Sales,2101,22249.09,26,4.0,48.3,6606
8773,Charlie,27,60870,Sales,5987,38847.6,91,1.26,27.9,7935
8774,Alice,48,87375,Admin,12004,9756.3,37,4.35,7.8,7523
8775,Frank,59,80533,Finance,6020,38354.67,4,1.6,11.8,3246
8776,Eva,21,77495,HR,4869,15817.68,21,3.93,41.8,5634
8777,Eva,30,24064,Admin,10356,41802.01,2,1.85,28.0,6863
8778,Alice,20,92565,Sales,10116,31456.72,43,4.85,31.4,3160
8779,Eva,26,50827,HR,6982,12487.32,21,3.96,48.5,1284
8780,Alice,30,33673,Admin,2689,21399.59,86,1.49,4.0,7627
8781,Helen,63,111731,Sales,9608,46720.67,18,3.51,22.2,3436
8782,Helen,59,96012,HR,14417,15774.6,27,4.1,9.7,3712
8783,Grace,29,22381,Sales,9605,47858.05,9,1.66,36.1,1596
8784,Bob,46,65936,IT,1655,38226.98,40,4.05,1.5,1815
8785,Bob,34,27281,IT,3275,7695.25,44,4.83,10.5,4468
8786,Eva,59,102405,Admin,2226,18840.32,48,1.59,40.0,7305
8787,Charlie,35,110743,Admin,9335,40328.07,94,1.81,26.4,7368
8788,Alice,56,111765,IT,5821,43956.08,53,2.92,42.7,1431
8789,Grace,26,74738,HR,13267,1446.75,76,3.65,22.8,1739
8790,David,64,104927,Sales,16200,23391.94,82,3.78,39.0,2574
8791,Bob,29,23355,Finance,16168,15712.0,75,2.82,47.4,1173
8792,David,41,80835,Sales,2802,27483.84,66,1.01,17.9,7784
8793,Alice,41,43417,HR,9566,9313.79,24,1.04,43.3,4650
8794,David,25,39867,Marketing,5252,13890.18,54,3.11,2.3,677
8795,Bob,47,70774,IT,10346,7122.95,67,2.71,38.4,5278
8796,Grace,27,38569,Finance,9486,32031.02,83,3.1,25.1,6801
8797,Eva,34,25634,Sales,19789,12265.98,39,1.46,3.8,2640
8798,Grace,31,35169,Sales,18725,33998.98,25,1.73,20.1,7492
8799,Eva,23,72536,Finance,19658,31165.82,95,4.39,45.6,2536
8800,David,46,74567,Sales,13194,7976.01,96,3.5,27.2,1411
8801,Bob,64,79785,HR,14462,13917.86,97,2.7,13.7,1388
8802,Alice,30,21862,IT,4047,11768.01,24,4.0,43.6,2446
8803,Eva,19,92499,Finance,16403,31891.9,91,2.28,41.2,6057
8804,David,34,61358,Finance,2277,24705.89,35,3.3,38.0,5027
8805,David,30,85152,IT,19811,9528.87,12,2.93,10.2,3087
8806,Helen,30,112994,HR,5812,41250.51,6,2.48,26.8,2578
8807,Eva,19,33093,Admin,5115,21402.01,37,1.04,24.0,6553
8808,Frank,60,99190,HR,6397,4301.71,97,2.27,11.3,5202
8809,Bob,29,80056,IT,16298,33277.36,3,4.21,24.0,6173
8810,Eva,41,119316,Marketing,3009,3360.26,79,3.71,16.4,2137
8811,Frank,27,75569,Marketing,9257,7131.05,12,2.77,34.3,1701
8812,Eva,51,102035,HR,7768,4400.62,47,3.94,9.6,4543
8813,David,38,33175,Sales,17605,32322.71,17,1.03,2.3,1691
8814,Grace,33,117716,IT,1647,37136.27,79,4.98,14.1,1951
8815,Bob,26,77126,Admin,14273,37871.47,24,3.32,10.1,6327
8816,Alice,60,107396,Finance,6168,23481.12,18,3.55,10.7,2637
8817,Charlie,28,69602,HR,17939,38612.23,15,3.18,32.7,3193
8818,Charlie,34,25710,Finance,12805,25869.7,10,2.4,31.4,6656
8819,Frank,64,53888,Finance,1629,24667.72,47,4.04,34.3,1509
8820,Frank,33,79111,HR,10849,18976.65,99,4.55,3.0,1246
8821,Helen,47,68330,IT,5293,9505.58,58,2.75,8.9,7963
8822,Eva,63,57541,Sales,15017,30206.15,22,4.9,5.3,7215
8823,Alice,64,92710,Admin,19464,8106.12,26,3.61,25.9,5660
8824,Helen,51,81400,Admin,19618,33594.96,53,2.96,21.6,7294
8825,Helen,40,45202,Sales,9519,11150.17,24,2.76,15.7,6463
8826,Charlie,23,35324,Sales,5608,40864.25,27,4.54,31.9,4991
8827,Helen,35,31135,IT,1025,24047.25,83,3.35,3.6,1198
8828,Grace,38,36172,IT,13700,29957.33,33,1.01,12.3,564
8829,Eva,49,101161,HR,14360,35811.08,80,4.73,45.3,4244
8830,Charlie,34,30157,HR,7830,2531.69,73,2.26,5.3,2376
8831,Frank,35,34235,Finance,3620,6597.24,6,2.2,9.6,6312
8832,Eva,36,97166,Admin,16397,14851.43,40,2.21,20.6,7888
8833,Bob,52,43092,Marketing,8131,35510.15,40,2.14,22.0,5585
8834,Charlie,63,110863,IT,19805,14972.96,66,4.63,0.4,7343
8835,Frank,29,68787,Sales,12910,25712.27,93,3.3,12.9,6355
8836,Bob,39,30670,Admin,7228,26833.31,83,3.68,24.4,1035
8837,Helen,20,55619,IT,15380,16475.39,59,3.39,24.9,4826
8838,Frank,24,90372,IT,14356,38634.58,23,2.51,27.7,1895
8839,Helen,39,47262,Finance,7732,27262.45,63,2.58,24.2,1843
8840,David,47,86014,IT,6798,5416.49,96,1.92,4.3,1797
8841,Grace,52,33633,HR,16375,19899.42,4,1.48,33.2,4562
8842,Grace,57,111316,Admin,8336,38325.2,7,1.02,36.4,624
8843,Alice,47,52903,HR,17962,12182.37,61,2.18,24.2,1590
8844,Frank,24,75401,Sales,3359,37207.13,40,2.76,29.2,7160
8845,Grace,55,66124,Marketing,13313,43695.0,77,1.62,43.5,5827
8846,Grace,27,76151,Sales,7490,8826.6,58,2.9,42.6,2118
8847,Eva,60,83244,Finance,15799,46031.31,59,4.29,27.5,3165
8848,Eva,29,117303,Sales,1412,35115.2,38,2.12,38.1,2026
8849,Charlie,49,27623,IT,7549,40668.57,12,1.69,15.4,1478
8850,Eva,51,106425,Sales,2522,16878.0,76,4.6,33.3,5699
8851,Alice,53,52283,Finance,15289,10745.44,63,1.97,10.0,5358
8852,Grace,20,117679,HR,13133,11527.45,68,3.56,37.6,571
8853,Charlie,47,40930,HR,18224,12641.49,45,2.72,32.2,5967
8854,Grace,51,57159,Finance,8649,38679.07,47,2.8,17.9,2426
8855,Charlie,52,90200,Sales,8856,13841.12,56,4.42,46.6,2570
8856,Bob,63,82472,HR,16748,45613.11,52,4.1,15.6,1675
8857,Charlie,56,26380,Admin,8293,7244.93,11,3.04,7.5,1399
8858,Helen,45,39923,Finance,7302,23376.0,32,1.76,26.8,6175
8859,Frank,43,86478,IT,1625,48602.15,81,1.11,6.7,7439
8860,David,40,107980,Sales,15680,10.05,47,3.54,34.5,2178
8861,David,49,88413,Admin,5044,1081.66,51,1.72,39.6,7706
8862,Eva,27,84009,Finance,10327,1536.63,92,2.12,37.9,832
8863,David,61,96575,Finance,10724,19950.04,45,2.28,10.4,3115
8864,David,59,88087,Marketing,1706,23864.61,64,3.29,29.5,6632
8865,Bob,31,33284,HR,8144,5426.74,51,2.65,39.2,1789
8866,Eva,18,65394,Marketing,8332,15421.83,47,4.83,24.4,7732
8867,Helen,20,40961,Sales,8601,47090.95,43,2.55,0.3,5039
8868,Frank,56,68924,HR,10147,42733.54,33,2.75,6.4,6275
8869,Alice,55,61864,Finance,9851,26490.51,47,2.92,27.3,1293
8870,Charlie,23,111425,Finance,6596,6675.03,15,4.12,16.2,6780
8871,David,18,66551,HR,1926,48122.48,91,2.73,9.9,2264
8872,Helen,28,109798,Admin,3104,10760.77,97,1.49,44.9,6552
8873,Charlie,31,30650,Marketing,8257,38534.46,95,1.22,44.9,7642
8874,Grace,42,38501,Marketing,19913,28394.16,27,3.19,2.6,2155
8875,David,29,23674,Sales,14339,12559.11,48,3.58,42.3,2459
8876,Helen,24,61520,Sales,13328,46981.42,10,3.15,26.4,3282
8877,Frank,42,100657,Marketing,6128,45891.05,88,1.18,39.2,7485
8878,Charlie,20,100704,Finance,5174,34892.91,74,4.98,39.2,5630
8879,Helen,38,116442,HR,10031,4536.82,88,3.62,47.0,2755
8880,Helen,44,54252,Marketing,16574,23554.2,26,2.17,46.7,2245
8881,David,33,107500,IT,12492,17878.78,75,4.65,6.7,4665
8882,Grace,54,58957,IT,3984,22803.37,70,2.46,43.9,2771
8883,Alice,22,72889,Marketing,6815,6318.87,97,4.31,45.2,4705
8884,Grace,51,41749,IT,11748,434.81,26,1.79,18.4,3197
8885,Frank,22,72363,Admin,7061,40044.19,61,4.49,3.8,6917
8886,Alice,23,62202,HR,19797,1976.0,2,1.67,7.0,7720
8887,David,36,52530,HR,4344,29368.67,42,3.44,39.0,616
8888,Helen,31,106848,HR,13013,25934.76,84,2.04,24.4,1371
8889,Alice,21,110576,Marketing,15078,21704.82,22,3.01,3.4,3866
8890,Eva,30,119356,Marketing,15448,42051.35,15,4.5,29.3,1927
8891,Frank,27,84076,Admin,14964,12332.81,40,2.68,21.6,4137
8892,Bob,30,46431,Finance,7256,32847.57,81,3.39,41.7,7720
8893,Bob,23,64122,Admin,14271,12770.25,12,1.84,1.9,6028
8894,Helen,55,99631,HR,5889,38246.78,89,3.48,10.1,7704
8895,David,61,63914,Sales,2284,31273.83,5,3.22,29.6,7811
8896,Charlie,53,82504,IT,7066,12635.47,94,4.27,45.3,5185
8897,Grace,51,40615,Finance,2652,2423.61,85,3.56,39.7,503
8898,David,42,30441,HR,6863,38562.78,46,1.9,16.6,5249
8899,Helen,22,29354,Finance,9578,41223.71,53,2.66,21.2,6019
8900,Frank,61,38748,HR,6982,6595.77,43,3.93,21.9,1668
8901,Grace,45,113776,Marketing,11831,26296.77,73,3.82,4.6,2578
8902,Charlie,60,66802,Sales,10977,44336.46,34,2.59,48.0,3731
8903,Helen,52,88422,Finance,6163,36811.44,43,1.64,16.5,4954
8904,Alice,53,38833,Admin,16447,44916.71,20,2.35,40.4,6406
8905,Helen,25,59438,Admin,2518,19757.04,67,4.35,0.9,675
8906,Frank,43,48547,Sales,6060,44453.06,91,2.67,2.9,6611
8907,Eva,36,110245,Sales,17235,18169.51,31,4.58,36.4,5781
8908,Charlie,62,105856,Sales,8316,29375.77,59,2.54,33.1,931
8909,Eva,47,38722,Sales,13019,21488.9,50,4.17,6.7,5475
8910,David,56,24894,Marketing,11144,53.74,79,4.36,16.9,2305
8911,Bob,22,62254,IT,19887,26740.64,38,1.34,47.5,3060
8912,Grace,57,48148,Admin,2127,6864.02,85,4.17,20.1,1478
8913,Helen,55,66389,Admin,16838,50.84,20,1.31,13.3,5207
8914,Bob,28,32500,IT,8603,8256.78,16,4.81,28.3,4710
8915,Eva,41,85550,Sales,9816,4711.65,37,1.81,12.4,1508
8916,Eva,48,112184,IT,4894,13120.88,39,4.03,32.4,1331
8917,Eva,40,49600,Sales,8172,19153.76,79,4.36,40.4,1909
8918,Grace,21,43335,IT,9626,30111.99,77,4.69,44.4,3864
8919,Alice,60,99566,IT,5803,22381.39,19,4.65,46.0,1307
8920,Frank,63,85914,Admin,6654,44595.31,73,3.8,45.0,4067
8921,Charlie,35,100086,Marketing,18127,41007.25,25,2.12,8.0,2297
8922,Alice,49,63013,Marketing,4303,17233.56,63,4.89,47.7,950
8923,David,48,108852,Marketing,7932,12321.05,15,2.41,4.4,7447
8924,Frank,21,25752,Finance,17528,18923.85,40,3.33,29.4,4859
8925,Charlie,53,77775,Admin,5248,17727.28,52,2.97,20.0,1970
8926,Frank,38,101705,Admin,5781,11798.22,79,2.85,8.1,3338
8927,Helen,27,110027,HR,1259,32374.41,36,1.02,29.1,4527
8928,David,45,52767,Marketing,4008,5069.65,46,4.39,17.9,1635
8929,Eva,37,108292,Sales,1543,30854.49,37,2.3,47.0,5261
8930,Helen,57,104751,HR,19071,40332.65,16,2.72,44.8,2351
8931,David,25,111010,Sales,6176,48903.3,61,1.83,40.1,4620
8932,Alice,33,76951,IT,1046,15743.03,64,2.95,42.2,4799
8933,Frank,33,34882,HR,7031,21929.55,49,4.53,18.7,4829
8934,Frank,61,89111,IT,5293,47936.93,89,3.15,32.5,3822
8935,David,30,85679,Sales,18795,46477.27,39,2.28,41.1,2865
8936,David,63,88013,Admin,4606,47898.58,38,1.42,42.3,7626
8937,Bob,40,111351,Admin,12252,41473.35,23,4.69,36.1,972
8938,David,37,84678,Marketing,1708,2727.52,74,4.38,30.1,687
8939,Bob,19,23046,Admin,9286,923.17,46,4.97,2.4,6526
8940,Helen,24,54299,HR,2564,9533.04,42,2.01,40.6,5679
8941,Bob,37,79413,Finance,7924,33540.02,96,4.36,11.6,5868
8942,Charlie,25,102975,Sales,16818,20243.06,15,2.81,24.2,7844
8943,Helen,28,35143,Admin,5536,36560.75,50,3.67,17.5,3705
8944,Grace,53,106816,HR,14187,23045.53,8,1.7,24.0,5187
8945,Alice,35,30896,IT,11633,9476.4,97,4.29,47.2,3985
8946,Grace,63,71935,Finance,12436,9613.56,82,4.77,21.3,1092
8947,Helen,60,46541,IT,17023,45816.92,79,2.64,32.0,1123
8948,Charlie,29,29209,Sales,6553,15865.37,80,2.12,2.6,4972
8949,Charlie,49,106453,IT,16873,12833.9,38,1.48,48.5,513
8950,Helen,52,44369,Marketing,16265,11186.73,4,4.3,33.2,1297
8951,Charlie,45,94808,Finance,9252,8357.74,58,3.9,34.2,2310
8952,Charlie,26,104256,IT,7604,39094.01,25,1.34,21.4,6389
8953,Helen,53,83178,Sales,2570,30353.6,99,3.5,40.4,3167
8954,Alice,18,91198,HR,10607,32384.76,86,4.68,44.1,4104
8955,Alice,64,53645,Marketing,1561,1724.45,9,4.55,7.9,1970
8956,Bob,35,60077,Marketing,16178,493.51,12,1.67,44.5,3538
8957,Charlie,26,80896,HR,14145,21436.02,88,1.5,17.4,6453
8958,Grace,33,110661,Marketing,4289,45514.0,15,2.54,45.3,3209
8959,Alice,31,47767,IT,13072,47737.9,41,4.46,27.0,4027
8960,Alice,29,78483,Marketing,7331,1888.62,72,3.3,44.5,941
8961,Frank,59,82654,Marketing,9454,30694.41,93,2.25,43.6,6101
8962,Charlie,59,115241,Finance,8930,23416.99,59,4.56,27.7,3131
8963,Grace,52,92044,IT,12666,28864.99,63,2.26,40.0,1791
8964,Eva,26,35958,Admin,1617,45608.83,75,2.26,48.3,2870
8965,Charlie,49,28609,Sales,15425,45910.11,92,2.05,14.4,6748
8966,Bob,38,118156,Admin,14634,7129.57,49,3.3,24.0,4759
8967,Charlie,38,57246,IT,19946,21203.37,48,2.74,41.1,4874
8968,Frank,36,115661,Admin,11945,10916.23,86,2.12,19.3,2184
8969,Frank,42,53635,Finance,15222,14989.18,11,4.37,5.4,6077
8970,Frank,46,64558,Sales,9575,48662.29,11,2.09,28.5,3242
8971,Frank,41,31682,Marketing,5903,37182.19,26,1.76,12.9,2384
8972,Eva,19,119402,Marketing,2569,33458.17,64,4.83,7.7,2801
